<dialogue><succubus># Succ-U-Bus

This character has 242 sentences.

Index | Sentence ID | Wave ID | Sentence
318 | 2039 | 2038 | I think that is the bass player.
319 | 2037 | 2036 | That's Boppy Headcase himself at the piano.
320 | 2045 | 2044 | They look like blank cylinders to me.
321 | 2047 | 2046 | That I suspect is one of Titania's Ears.
322 | 2033 | 2032 | Heaven knows what it's called - some kind of snake instrument.
323 | 2041 | 2040 | That's some kind of phonograph I believe.
324 | 2043 | 2042 | I do believe that's the box for the phonograph cylinders.
325 | 2035 | 2034 | I believe they are a form of tubular bells.
326 | 1541 | 1540 | Never.
327 | 1491 | 1490 | No.
328 | 1509 | 1508 | I don't think so.
329 | 1511 | 1510 | Not a hope.
330 | 1513 | 1512 | Absolutely out of the question.
331 | 1515 | 1514 | You've gone so far wrong you've nearly bumped into yourself on the way back.
332 | 1517 | 1516 | Wrong.
333 | 1519 | 1518 | If I might be so bold, that is a remarkably dumb question. No.
334 | 1521 | 1520 | Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm. No.
335 | 1493 | 1492 | No.
336 | 1495 | 1494 | No...
337 | 1497 | 1496 | No.
338 | 1499 | 1498 | No.
339 | 1501 | 1500 | No.
340 | 1503 | 1502 | No.
341 | 1505 | 1504 | Oh dear no.
342 | 1507 | 1506 | Never.
343 | 1573 | 1572 | No I didn't.
344 | 1575 | 1574 | Oh no I didn't.
345 | 1577 | 1576 | Didn't.
346 | 1579 | 1578 | Didn't.
347 | 1581 | 1580 | Didn't not too. Oh no I'm in a loop I'm in a loop Krage Krage help I'm in a loop.
348 | 1583 | 1582 | How can I help?
349 | 1585 | 1584 | Nothing happened.
350 | 1557 | 1556 | I can't remember that ever happening, but don't forget - I can't even remember my own name.
351 | 1567 | 1566 | Well you've got me there. Afraid I can't remember.
352 | 1547 | 1546 | Often.
353 | 2419 | 2418 | Only the parrot.
354 | 2051 | 2050 | I think that could be the Central Core.
355 | 2055 | 2054 | Those are parrot feathers.
356 | 2057 | 2056 | That's Titania's Nose I believe.
357 | 2053 | 2052 | That is the Parrot.
358 | 2059 | 2058 | That's a perch.
359 | 2061 | 2060 | That is a television.
360 | 1749 | 1748 | Grand Canal First Class.
361 | 1731 | 1730 | First Class Lobby.
362 | 1733 | 1732 | First Class Restaurant.
363 | 1767 | 1766 | First Class Stateroom.
364 | 1751 | 1750 | Grand Canal Second Class.
365 | 1735 | 1734 | Second Class Lobby.
366 | 1769 | 1768 | Second Class Stateroom.
367 | 1737 | 1736 | Arboretum.
368 | 1739 | 1738 | Bar.
369 | 1741 | 1740 | Bilge Room.
370 | 1745 | 1744 | Creators Chamber.
371 | 1747 | 1746 | Embarkation Lobby.
372 | 1753 | 1752 | Music Room.
373 | 1773 | 1772 | The... er... I'm sorry, but I'm afraid I have no idea.
374 | 1775 | 1774 | er.... oh, it's on the tip of my, ah... my, er... oh, you know... that thing. Er... what did you say again?
375 | 1755 | 1754 | Parrot Lobby.
376 | 1757 | 1756 | Promenade Deck.
377 | 1759 | 1758 | Sculpture Chamber.
378 | 1761 | 1760 | Super Galactic Traveler Class Lobby.
379 | 1763 | 1762 | Super Galactic Traveler Class Lounge.
380 | 1765 | 1764 | Super Galactic Traveler Class Restaurant.
381 | 1771 | 1770 | Super Galactic Traveler Class bedroom.
382 | 1777 | 1776 | This is Titania's Room.
383 | 1779 | 1778 | That leads to Titania's Room.
384 | 1743 | 1742 | Well.
385 | 1727 | 1726 | That is a.
386 | 1723 | 1722 | That is the.
387 | 1725 | 1724 | This is a.
388 | 1721 | 1720 | This is the.
389 | 1729 | 1728 | Try looking in the.
390 | 2069 | 2068 | Those are the controls for the fans.
391 | 2067 | 2066 | That's a hammer dispenser.
392 | 2065 | 2064 | That looks like a flock of starlings to me.
393 | 2137 | 2136 | Al q'Hamra.
394 | 2143 | 2142 | Bristil.
395 | 2141 | 2140 | Genneth.
396 | 2151 | 2150 | Hwhifft.
397 | 2135 | 2134 | It is:
398 | 2153 | 2152 | Forty days hath Al q'Hamra, Tarbert, Hwhifft, Splod and Vortigan. All the rest have forty, too, i. e., Genneth, m'Bristil and Voedio.
399 | 2155 | 2154 | Forty-two? I don't remember saying that.
400 | 2145 | 2144 | Splod.
401 | 2147 | 2146 | Tarbert.
402 | 2149 | 2148 | Voedio.
403 | 2139 | 2138 | Vortigan.
404 | 1711 | 1710 | You know, I have a theory about that.
405 | 1713 | 1712 | It's a conspiracy theory.
406 | 1719 | 1718 | Delightful spot for a vacation I hear.
407 | 1717 | 1716 | Dear old Nobby, knows how to spin a yarn doesn't he.
408 | 2489 | 2488 | The science of genteel service - that's the only science I know.
409 | 2491 | 2490 | Call me old fashioned, but I think science is best left to frogs.
410 | 2493 | 2492 | Did I say frogs? I meant to say scientists.
411 | 1715 | 1714 | You should ask the LiftBot about that - he's the expert.
412 | 1679 | 1678 | Didn't you say that just a moment ago?
413 | 1681 | 1680 | I do believe I heard that question the first time round.
414 | 1683 | 1682 | You know, repeating a question doesn't make it any more intelligent.
415 | 1685 | 1684 | At the risk of repeating myself...
416 | 1687 | 1686 | I thought I told you before...
417 | 1689 | 1688 | I believe the last time you asked me that, I said...
418 | 1691 | 1690 | Do you have a hearing difficulty? I said...
419 | 1693 | 1692 | I admire your persistence. Nevertheless, there are some questions which I am simply unable to answer.
420 | 1695 | 1694 | I see. You're thinking "fourth time lucky". Well, I'm afraid you won't be.
421 | 1697 | 1696 | I shall seek out Krage and ask his advice. He too suffers from the most debilitating loops.
422 | 1565 | 1564 | Whatever. I'm right behind you.
423 | 2083 | 2082 | That's the SCSI Cable. Heaven knows what it's for.
424 | 2395 | 2394 | No, I can't say I have.
425 | 2407 | 2406 | No, but I don't get out much you see.
426 | 2409 | 2408 | No but I wasn't particularly looking to be honest.
427 | 2099 | 2098 | That is a picture of Doreen McLevity.
428 | 2097 | 2096 | That's a long stick.
429 | 2103 | 2102 | I do believe that is a chicken.
430 | 2105 | 2104 | I think that is a chicken dispenser.
431 | 2089 | 2088 | That's the in-flight magazine.
432 | 2091 | 2090 | That's your television.
433 | 2393 | 2392 | I've not slept for years, period, old fellow.
434 | 1605 | 1604 | I do believe we're being cleverer than we'll ever know.
435 | 2441 | 2440 | No I'm not really the mixing type any more.
436 | 1545 | 1544 | Sometimes.
437 | 1549 | 1548 | Occasionally.
438 | 1673 | 1672 | Ah, spring. The best part of winter if you ask me.
439 | 2423 | 2422 | Have you tried changing his settings?
440 | 1675 | 1674 | Thank goodness for summer. Yes, cast aside those rotting pullovers and let the Ladies see the Whites as they used to say at the Club.
441 | 2397 | 2396 | No, I don't believe I have.
442 | 1553 | 1552 | That'll be the day.
443 | 2405 | 2404 | No.
444 | 1555 | 1554 | From time to time.
445 | 2113 | 2112 | That, I fear, is a Bomb.
446 | 2115 | 2114 | That is Titania.
447 | 2111 | 2110 | Those are televisions.
448 | 2119 | 2118 | Those are the buttons for the lifts.
449 | 2453 | 2452 | Never watch it.
450 | 1677 | 1676 | You can be sure someone will switch the weather before we've had a chance to enjoy it.
451 | 1853 | 1852 | I'm no expert but I'm inclined to the view that that's the Auditory Center.
452 | 1843 | 1842 | I do believe that's the Central Core.
453 | 1845 | 1844 | That is undoubtedly a chicken.
454 | 1847 | 1846 | I do believe it's a computer.
455 | 1891 | 1890 | Those are music cylinders for the phonograph.
456 | 1849 | 1848 | I do believe that's one of Titania's ears.
457 | 1851 | 1850 | I do believe that's Titania's other ear.
458 | 1855 | 1854 | That's one of Titania's eyes I suspect.
459 | 1857 | 1856 | That my dear friend is Titania's other eye.
460 | 1859 | 1858 | Mmm. Feathers. Parrot feathers I expect.
461 | 1863 | 1862 | It's a glass.
462 | 1865 | 1864 | A hammer I expect.
463 | 1867 | 1866 | That's a hose.
464 | 1877 | 1876 | Those are musical instruments.
465 | 1871 | 1870 | Looks rather like a LiftBot Head to me.
466 | 1873 | 1872 | That's a long stick without a doubt.
467 | 1869 | 1868 | That's your in-flight magazine.
468 | 1875 | 1874 | I do believe that's Titania's Mouth.
469 | 1879 | 1878 | That's a napkin.
470 | 1881 | 1880 | That looks like Titania's Nose.
471 | 1883 | 1882 | Some kind of notes I suspect.
472 | 1885 | 1884 | I think that's called the Olfactory Center.
473 | 1887 | 1886 | It's a perch - probably for the Parrot.
474 | 1841 | 1840 | That charming little device is your very own Personal Electronic Thing.
475 | 1889 | 1888 | That's the phonograph.
476 | 1893 | 1892 | It's a photograph.
477 | 1895 | 1894 | That's a giant SCSI cable.
478 | 1897 | 1896 | That, I believe is the Send Yourself Plug-in.
479 | 1899 | 1898 | That could be Titania's Speech Center.
480 | 1861 | 1860 | That's a flock of starlings.
481 | 1901 | 1900 | That's the Succ-U-Bus - the Titanic's delivery system.
482 | 1903 | 1902 | Those are sweets.
483 | 1905 | 1904 | That's a television.
484 | 1907 | 1906 | That looks like Titania's Visual Center.
485 | 1669 | 1668 | Elbow juice valves. Awful things freeze up in cold weather.
486 | 1913 | 1912 | It's a trans-galactic liner.
487 | 1911 | 1910 | It's called the Starship Titanic.
488 | 2473 | 2472 | We'll find out one day no doubt.
489 | 2013 | 2012 | This is the First Class Grand Axial Canal.
490 | 1915 | 1914 | This is the First Class Lobby.
491 | 1917 | 1916 | This is the First Class Restaurant.
492 | 1931 | 1930 | This is a First Class Stateroom.
493 | 2019 | 2018 | This is the Grand Axial Canal Second Class.
494 | 1939 | 1938 | This is the Second Class Lobby.
495 | 1941 | 1940 | This is a Second Class Stateroom.
496 | 1953 | 1952 | This is the Arboretum.
497 | 1961 | 1960 | This is the Bar.
498 | 1973 | 1972 | This is the Bilge Room.
499 | 1981 | 1980 | This is the bottom of the Well.
500 | 2107 | 2106 | This is a short corridor.
501 | 1987 | 1986 | This is called the Creators Chamber.
502 | 1995 | 1994 | That's the Elevator.
503 | 2001 | 2000 | This is the Embarkation Lobby.
504 | 2031 | 2030 | This is the Music Room and you're looking at Boppy Headcase and his Laid-Back Loafers.
505 | 2049 | 2048 | This is the Parrot Room.
506 | 2063 | 2062 | This is the Promenade Deck.
507 | 2071 | 2070 | This is the Sculpture Chamber.
508 | 2085 | 2084 | That's the Service Elevator. You can't go back down there.
509 | 2093 | 2092 | This is the SGT Lobby.
510 | 2095 | 2094 | This is the SGT Lounge.
511 | 2101 | 2100 | This is the SGT Restaurant.
512 | 2087 | 2086 | This is your SGT Bedroom.
513 | 1909 | 1908 | We're on the Starship Titanic.
514 | 2109 | 2108 | That's Titania's Room.
515 | 2117 | 2116 | This is the Top of the Well.
516 | 1607 | 1606 | I shall summon him for you immediately.
517 | 2487 | 2486 | Do you know I've been asking myself that and I just don't know.
518 | 2485 | 2484 | From Blerontis.
519 | 2477 | 2476 | There's not a bar in the galaxy doesn't stock Signurian vodka. Civilization as we know it would crumble without the stuff.
520 | 2483 | 2482 | Can't remember. Sorry.
521 | 2481 | 2480 | They never tell us. All I know is I was assembled in Blerontis.
522 | 2021 | 2020 | This is your lovely home.
523 | 1609 | 1608 | Brobostigon is our esteemed and deeply floribund project manager.
524 | 1611 | 1610 | Leovinus is our inspired Creator, Architect, Master Engineer, Genius. The Man who built the Starship Titanic.
525 | 1613 | 1612 | Scraliontis? He's the Accountant.
526 | 1667 | 1666 | At least it's not winter. Plays havoc with my fettles you know, winter.
527 | 2427 | 2426 | Well you're entitled to your opinion.
528 | 1461 | 1460 | Yes.
529 | 1479 | 1478 | Indeed.
530 | 1481 | 1480 | I do believe it looks that way.
531 | 1483 | 1482 | Most certainly.
532 | 1485 | 1484 | If it makes you happy.
533 | 1487 | 1486 | Oh yes, and very amusing it is too.
534 | 1489 | 1488 | I can think of worse ways to while away your time...
535 | 1563 | 1562 | Absolutely.
536 | 1463 | 1462 | Yes.
537 | 1465 | 1464 | Yes?
538 | 1467 | 1466 | Yes.
539 | 1469 | 1468 | Yes.
540 | 1471 | 1470 | Yes.
541 | 1473 | 1472 | Yes.
542 | 1475 | 1474 | Help yourself.
543 | 1477 | 1476 | Correct.
544 | 2399 | 2398 | Don't have much opportunity you know these days.
545 | 1559 | 1558 | I do believe you're right, which makes a refreshing change.
546 | 2537 | 2536 | In any of our lavishly appointed Staterooms.
547 | 3955 | 3954 | The chap on the bells is a great expert of course. Nothing phases him.
548 | 2881 | 2880 | Absolutely top of the world.
549 | 2883 | 2882 | As well as can be expected.
550 | 2495 | 2494 | Oh dear oh dear. Oh dear oh dear. Oh dear oh dear oh dear oh dear.
551 | 2525 | 2524 | It's our maiden voyage, you see, but the ship has, well, it's lost its mind and so has most of its crew, including me, though I do have my lucid moments. I only wish I knew if this was one of them.
552 | 2527 | 2526 | Oh look, things are going from bad to worse. I can't even find the buttons now. Can you help me? Top button. Terribly sorry. It's my cellpoint settings you see. Well, I don't suppose you do see, but it is my cellpoint settings anyway.
553 | 2529 | 2528 | Come on, top button.
554 | 2531 | 2530 | No, no, the top button. There's no time to lose!
555 | 2533 | 2532 | Human being isn't it? Yes, well of course one's heard mixed reports. I just hope that you can sort out these problems, because none of us can. We're all robots you see and what's happened is that the ship's central intelligence has been lobotomized, sabotaged if you ask me, and it's left us all unable to function properly and you may find that we are all a little doolally, I know that I am, so it's all going to be up to you. As soon as we reach the Embarkation Lobby press the button on the plinth and we'll be on our way. Then go and see Marsinta, she's the DeskBot and a bit of a dragon when her settings are wrong. She'll check you in. All I've managed to secure for you is a Super Galactic Traveler class room, but I'm sure you'll manage. You can always ask Marsinta for an upgrade, but be ready to duck. You'll meet Krage the BellBot who should take you to your room if he's functioning properly, then once you've settled in and made yourself comfortable you'll be able to get on with working out what's gone wrong and fixing it.
556 | 2535 | 2534 | Ah here we are. I think we're about to take off again, but I'm sure that nobody's in control. I'd better go down again to secure things, but I'll be back a bit later to help you if I can. I hope you understood most of that, for all our sakes. Good luck, now, good luck! Don't forget to press the button!
557 | 2497 | 2496 | Tidy as you go, tidy as you go.
558 | 2499 | 2498 | Er, I've forgotten what I was going to say. Oh yes. My name is Fentible, I am the DoorBot serving on this the maiden voyage of the Starship Titanic, the ship that cannot possibly, er, go wrong. Now as you can see, the ship, this... thing you see behind me, well, we've had a little accident. Don't worry. No harm done. Just a little scratch to the paintwork I think. Luckily your house was quite soft. I realize this is a bit of an imposition, but we need you urgently. Will you help?
559 | 2501 | 2500 | Hello? Will you help? Hello? Oh, silly me, o strange, deluded, benighted me, you'll need your Personal Electronic Thing. We call it a PET. Here.
560 | 2503 | 2502 | Rather complicated, but I'm sure you'll figure it out. All you need to do now is type in "YES", meaning that you will help, and we can get going. That's "YES. Y. E. S".
561 | 2505 | 2504 | I'm afraid we don't have time to footle around. Will you help? All you need to do is type in "YES".
562 | 2507 | 2506 | An odd way to spell it, but that will do fine. You won't regret it. Well, maybe you will, but let's get you on board anyway.
563 | 2509 | 2508 | Excellent, you won't regret it. Well, maybe you will, but let's get you on board anyway.
564 | 2511 | 2510 | Anything else you want to say or ask, just type.
565 | 2513 | 2512 | Not now, not now, we've got to get you on board.
566 | 2515 | 2514 | Oh look, a nice picture, of the sky above your house. How nice. You should take that with you, you know.
567 | 2521 | 2520 | Oh dear, I can see you're new to having giant interstellar cruise liners crashing into your house. Here, let me show you...
568 | 2517 | 2516 | Good. Now if you just slide it down into your PET it will become part of your personal baggage. We can deal with all that later. Come on!
569 | 2519 | 2518 | That's right, in we go...
570 | 2523 | 2522 | Good. The way this trip is going it may be the last time you'll ever see that particular view. Come on.
571 | 2539 | 2538 | Well, I'll see if I can help. It's a bit complicated for me. If you pass your pointy thing over anything on your PET I'll tell you what I know.
572 | 2541 | 2540 | I'll see if I can help again. What do you need to know about?
573 | 2543 | 2542 | That's your baggage storage area. We encourage passengers to keep their personal effects there rather than in the cabins.
574 | 2545 | 2544 | Those are the codes for all the rooms in the ship. Terribly complicated system if you ask me. You have to drag all sorts of things around and hold down all sorts of buttons. Designer stuff, I'm afraid. Never understood it, but I'm sure you'll figure it out.
575 | 2547 | 2546 | I do know that the room it's showing at the moment is definitely yours.
576 | 2549 | 2548 | To ensure quality customer service, all of our conversations are recorded here, whether customers like it or not.
577 | 2551 | 2550 | If you ever need any help which you think that either the BellBot or myself might be able to provide, then you may summon either of us by pressing on these nice little pictures.
578 | 2553 | 2552 | Ah, now those tell you something about the current mental state of the robot you're talking to.
579 | 2555 | 2554 | This allows you to control a lot of the customer facilities on the ship, if you can figure out how it works. Beats me I'm afraid.
580 | 2557 | 2556 | This is a complete mystery to me. It says you can save the game. What game? I don't know what it's talking about.
581 | 2617 | 2616 | That's the Auditory Center! It's a bit of Titania's brain.
582 | 2621 | 2620 | That's the Auditory Center. It's a bit of Titania's brain.
583 | 2619 | 2618 | Tremendous! Without it she couldn't understand anything she heard!
584 | 2623 | 2622 | It just deals with ear stuff.
585 | 2609 | 2608 | That's the central intelligence core of Titania's brain.
586 | 2613 | 2612 | That's the Central Intelligence Core of Titania's brain.
587 | 2611 | 2610 | Tremendous! Bit whiffy, but it's still working, that's the main thing!
588 | 2615 | 2614 | It just deals with thinking stuff.
589 | 2577 | 2576 | That's one of Titania's ears.
590 | 2581 | 2580 | That's one of Titania's ears.
591 | 2579 | 2578 | Well done! She'll be delighted to hear you've found it. Or will be once you've found the other one.
592 | 2583 | 2582 | Well, I suppose it's better than a slap round the face with a wet halibut.
593 | 2585 | 2584 | It's one of Titania's ears.
594 | 2589 | 2588 | It's one of Titania's ears.
595 | 2587 | 2586 | Well done! She'll be delighted to hear you've found it. Or will be once you've found the other one.
596 | 2591 | 2590 | Well, I suppose it's better than a slap round the face with an old trout.
597 | 2561 | 2560 | That's one of Titania's eyes.
598 | 2565 | 2564 | That's one of Titania's eyes.
599 | 2563 | 2562 | She'll be glad to see that again. Assuming she's already got the other one, of course.
600 | 2567 | 2566 | Not that there's anything worth seeing.
601 | 2569 | 2568 | That's one of Titania's eyes.
602 | 2573 | 2572 | That's one of Titania's eyes.
603 | 2571 | 2570 | She'll be glad to see that again. Assuming she's already got the other one, of course.
604 | 2575 | 2574 | Not that there's anything worth seeing.
605 | 2593 | 2592 | That's Titania's mouth!
606 | 2597 | 2596 | That's Titania's mouth.
607 | 2595 | 2594 | Brilliant! Not only will she be very pleased, but she'll be able to say so.
608 | 2599 | 2598 | Oh dear. Rabbit rabbit rabbit.
609 | 2601 | 2600 | That's Titania's nose!
610 | 2605 | 2604 | That's Titania's nose.
611 | 2603 | 2602 | I'm so glad you've found it.
612 | 2607 | 2606 | Sniff!
613 | 2625 | 2624 | That's the Olfactory Center! It's a bit of Titania's brain.
614 | 2629 | 2628 | That's the Olfactory Center. It's a bit of Titania's brain.
615 | 2627 | 2626 | Wonderful! That's for thinking about smells with!
616 | 2631 | 2630 | It just deals with nose stuff.
617 | 2633 | 2632 | That's the Speech Center! It's a bit of Titania's brain.
618 | 2637 | 2636 | That's the Speech Center! It's a bit of Titania's brain.
619 | 2635 | 2634 | Wonderful! That's the bit for thinking before you speak. Not a lot of people have one of those.
620 | 2639 | 2638 | It just deals with talk stuff.
621 | 2641 | 2640 | That's the Vision Center! It's a bit of Titania's brain.
622 | 2645 | 2644 | That's the Vision Center! It's a bit of Titania's brain.
623 | 2643 | 2642 | Excellent! That's the bit that tells her what she's looking at.
624 | 2647 | 2646 | It just deals with the vision thing.
625 | 3957 | 3956 | Seasonal adjustment. It's how you adjust the seasons. What did you think it meant?
626 | 2653 | 2652 | It's a bit of Titania's brain.
627 | 2655 | 2654 | It's a bit of Titania's brain.
628 | 2809 | 2808 | That appears to be the left arm of one of my colleagues, the Maitre d'Bot. It seems to be holding a key to something.
629 | 2813 | 2812 | Oh, dear. That's the Maitre d'Bot's left arm. It seems to be holding a key of some kind.
630 | 2811 | 2810 | He's gripping it very tightly.
631 | 2815 | 2814 | He seems to be very tense.
632 | 2825 | 2824 | That appears to be the left arm of one of my colleagues, the Maitre d'Bot.
633 | 2829 | 2828 | Oh, dear. That's the Maitre d'Bot's left arm.
634 | 2827 | 2826 | I hope he's not missing it too much!
635 | 2831 | 2830 | I bet he's kicking up a fuss about it.
636 | 2817 | 2816 | That appears to be the right arm of one of my colleagues, the Maitre d'Bot. It seems to be holding part of Titania's brain.
637 | 2821 | 2820 | Oh, dear. That's the Maitre d'Bot's right arm. I think it's gripping part of Titania's brain very hard.
638 | 2819 | 2818 | He's gripping it very tightly, isn't he?
639 | 2823 | 2822 | Lord knows why.
640 | 2833 | 2832 | That appears to be the right arm of one of my colleagues, the Maitre d'Bot.
641 | 2837 | 2836 | Oh, dear. That's the Maitre d'Bot's right arm.
642 | 2835 | 2834 | I hope he's not missing it too much!
643 | 2839 | 2838 | I bet he's kicking up a fuss about it.
644 | 2649 | 2648 | Put it back where it belongs! That will really help!
645 | 2651 | 2650 | I suppose you'd better put it back where it belongs. Won't do any good without all the other bits, of course.
646 | 2865 | 2864 | That is an exciting multimedia experience of some kind.
647 | 2869 | 2868 | That's a kind of device for crashing computers with.
648 | 2867 | 2866 | Primitive but fun.
649 | 2871 | 2870 | Easier to use a baseball bat I find.
650 | 2873 | 2872 | That is my entire universe!
651 | 2877 | 2876 | That is my entire universe.
652 | 2875 | 2874 | Strange that you've got it in your baggage.
653 | 2879 | 2878 | Troublesome place I find.
654 | 2721 | 2720 | That is a piece of chicken. It seems to be smeared with mustard sauce.
655 | 2729 | 2728 | That is a piece of chicken. It seems to be smeared with mustard sauce.
656 | 2723 | 2722 | That is a piece of chicken. It seems to be smeared with tomato sauce.
657 | 2731 | 2730 | That is a piece of chicken. It seems to be smeared with tomato sauce.
658 | 2725 | 2724 | That is a piece of chicken. It seems to be smeared with bird sauce.
659 | 2733 | 2732 | That is a piece of chicken. It seems to be smeared with bird sauce.
660 | 2727 | 2726 | Yum yum.
661 | 2735 | 2734 | Filthy stuff.
662 | 2785 | 2784 | That is a phonograph cylinder.
663 | 2789 | 2788 | That is a phonograph cylinder.
664 | 2787 | 2786 | It probably has some music engraved in its grooves.
665 | 2791 | 2790 | It's probably got some dreadful music on it.
666 | 2857 | 2856 | Those are some feathers!
667 | 2861 | 2860 | Those are some feathers.
668 | 2859 | 2858 | From the parrot I believe. You didn't by any chance rip its head off while you were about it did you?
669 | 2863 | 2862 | .. from that horrid parrot.
670 | 2661 | 2660 | I really don't know. The whole ship is stuffed to the gills with electricity. Could be anywhere.
671 | 2667 | 2666 | I don't know. I don't spend a lot of time thinking about fuses.
672 | 2657 | 2656 | That's a sort of fuse.
673 | 2663 | 2662 | That's a sort of fuse.
674 | 2659 | 2658 | I'm sure you'll find a use for it if you like that kind of thing.
675 | 2665 | 2664 | Enjoy.
676 | 2793 | 2792 | That is a glass. It has some tomato sauce in it.
677 | 2801 | 2800 | That is a glass. It has some tomato sauce in it.
678 | 2795 | 2794 | That is a glass. It has some mustard sauce in it.
679 | 2803 | 2802 | That is a glass. It has some mustard sauce in it.
680 | 2797 | 2796 | That is a glass. It has some bird sauce in it.
681 | 2805 | 2804 | That is a glass. It has some bird sauce in it.
682 | 2799 | 2798 | A very delicious condiment, I'm sure.
683 | 2807 | 2806 | People like to smear it on their food. Can't think why.
684 | 2777 | 2776 | That is a hammer.
685 | 2781 | 2780 | That is a hammer.
686 | 2779 | 2778 | An excellent tool for all striking-related tasks.
687 | 2783 | 2782 | The sort of thing you bang your thumb with.
688 | 2753 | 2752 | That is a hosepipe.
689 | 2757 | 2756 | That is a hosepipe.
690 | 2755 | 2754 | I wonder what's happened to the other end of it.
691 | 2759 | 2758 | Or at least part of a hosepipe. Can't rely on anything these days.
692 | 2761 | 2760 | That is the other end of a hosepipe.
693 | 2765 | 2764 | That is the other end of a hosepipe.
694 | 2763 | 2762 | What a strange and incomprehensible object.
695 | 2767 | 2766 | I wish I knew what I even meant by that.
696 | 2841 | 2840 | That's the key to the first class Restaurant music system.
697 | 2845 | 2844 | That's the key to the first class Restaurant music system.
698 | 2843 | 2842 | Music! The secret of happy dining!
699 | 2847 | 2846 | I find music gives me indigestion.
700 | 2769 | 2768 | That is a lemon.
701 | 2773 | 2772 | That is a lemon.
702 | 2771 | 2770 | A fat, juicy and above all, very lemony lemon.
703 | 2775 | 2774 | Nasty, bitter fruit. Makes your mouth go all funny.
704 | 2689 | 2688 | I'm not sure. But if it's here, what's the LiftBot using?
705 | 2691 | 2690 | I don't know. Kick it about a bit?
706 | 2681 | 2680 | That's the head of one of the LiftBots.
707 | 2685 | 2684 | That's the head of one of the LiftBots.
708 | 2683 | 2682 | Well done. That'll be a weight off his shoulders.
709 | 2687 | 2686 | He won't miss it.
710 | 2701 | 2700 | That's an in-flight magazine.
711 | 2705 | 2704 | That's an in-flight magazine.
712 | 2703 | 2702 | Always such interesting articles, I find, don't you? Well maybe not.
713 | 2707 | 2706 | Probably full of drivel.
714 | 2849 | 2848 | That is a napkin!
715 | 2853 | 2852 | That is a napkin!
716 | 2851 | 2850 | A nice, white, crisp one!
717 | 2855 | 2854 | Can't tell you much about it, I'm afraid.
718 | 2745 | 2744 | That is a parrot.
719 | 2749 | 2748 | That is a parrot.
720 | 2747 | 2746 | What a wonderful boon you have performed for us all by capturing it.
721 | 2751 | 2750 | Nauseating creature.
722 | 2737 | 2736 | That is a perch, such as a parrot, in its cage, might sit on.
723 | 2741 | 2740 | That is a parrot's perch.
724 | 2739 | 2738 | And a very lovely perch it is too.
725 | 2743 | 2742 | Horrible bird.
726 | 2677 | 2676 | Well, where's home, there's hope. So don't lose it, that's my advice.
727 | 2679 | 2678 | Look at it wistfully.
728 | 2669 | 2668 | That's a photograph of the night sky above your lovely home.
729 | 2673 | 2672 | That's a photograph of the night sky above your house.
730 | 2671 | 2670 | What a delightful reminder it must be of... well, of when your home was lovely.
731 | 2675 | 2674 | Last you'll see of that.
732 | 2717 | 2716 | It is the sum of the length of all the sticks in the universe, divided by the number of sticks. I am informed that it was a very tedious calculation.
733 | 2719 | 2718 | I neither know nor care. I do not fraternize with menial stick-counters.
734 | 2709 | 2708 | That is a stick of above average length.
735 | 2713 | 2712 | That is a stick of above average length.
736 | 2711 | 2710 | A must for all stick fans.
737 | 2715 | 2714 | Very nice, I suppose, if you happen to like that sort of thing.
738 | 2693 | 2692 | That's a crushed television set.
739 | 2697 | 2696 | That's a crushed television set.
740 | 2695 | 2694 | Delicious!
741 | 2699 | 2698 | Quite the best sort if you ask me.
742 | 2559 | 2558 | If you look through the different settings on your PET you should find the room you've been assigned to. Click those little picture things on the right hand side of the screen. Fourth one down I think.
743 | 3481 | 3480 | I say! Ouch!
744 | 3491 | 3490 | Ow. Thanks.
745 | 3483 | 3482 | Please don't do that!
746 | 3493 | 3492 | Ouch. I deserved that I suppose.
747 | 3485 | 3484 | Ow! That's not exactly fun you know!
748 | 3495 | 3494 | Ow. You're going to do that again aren't you.
749 | 3487 | 3486 | Please don't prod me. Thank you.
750 | 3497 | 3496 | Ow. Thank you. Very funny.
751 | 3489 | 3488 | I'm afraid if you prod me again I shall just have to go.
752 | 3499 | 3498 | Look I've had enough. One more and I'm off.
753 | 3315 | 3314 | Beats me.
754 | 3915 | 3914 | I wouldn't do that if I were you - might make it sneeze. And you don't want to be around when a Succ-U-Bus sneezes.
755 | 3917 | 3916 | Do that and you'll make it sneeze. Which isn't very nice to be honest.
756 | 3919 | 3918 | That's the Mother of all Succ-U-Buses. Or is that Succ-U-Bi?
757 | 3921 | 3920 | That's the Mother of all Succ-U-Buses. Ugly brute, isn't it.
758 | 3883 | 3882 | Have you managed to disarm that bomb yet?
759 | 3393 | 3392 | Just a thought - but I wonder if you've managed to disarm that bomb yet?
760 | 3395 | 3394 | I suppose that bomb could go off any moment, couldn't it.
761 | 3885 | 3884 | Are you getting anywhere with that bomb or are you just going to pretend it doesn't exist?
762 | 3397 | 3396 | I wonder if I might just re-introduce the words "bomb" and "defuse". I do hope you don't mind.
763 | 3399 | 3398 | Bomb's about to go off. Just thought you might want to know.
